city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),total_(BRL)
4.0,146.0,3.0,5.0,2.0,33.0,0.0,1.0,1100.0,6600.0,424.0,84.0,8208.0
4.0,176.0,3.0,4.0,3.0,27.0,0.0,1.0,1600.0,6500.0,775.0,83.0,8958.0
4.0,220.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,3600.0,125.0,55.0,3780.0
0.0,47.0,2.0,1.0,1.0,27.0,1.0,1.0,250.0,1300.0,0.0,18.0,1568.0
4.0,30.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,650.0,38.0,9.0,697.0
4.0,103.0,3.0,2.0,0.0,6.0,0.0,1.0,950.0,2160.0,39.0,28.0,3177.0
3.0,600.0,7.0,6.0,2.0,0.0,1.0,0.0,0.0,9000.0,1084.0,138.0,10220.0
3.0,200.0,4.0,5.0,3.0,0.0,0.0,1.0,0.0,6200.0,155.0,95.0,6450.0
4.0,34.0,1.0,1.0,0.0,2.0,0.0,1.0,200.0,1530.0,25.0,20.0,1775.0
4.0,95.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2900.0,0.0,44.0,2944.0
4.0,215.0,4.0,4.0,2.0,8.0,1.0,0.0,2600.0,6000.0,917.0,77.0,9594.0
3.0,60.0,2.0,1.0,1.0,23.0,1.0,1.0,530.0,1230.0,88.0,16.0,1864.0
3.0,145.0,3.0,2.0,1.0,23.0,0.0,1.0,3300.0,9000.0,700.0,116.0,13120.0
4.0,102.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1600.0,0.0,25.0,1625.0
4.0,44.0,1.0,1.0,1.0,11.0,0.0,0.0,385.0,3600.0,125.0,46.0,4156.0
4.0,90.0,2.0,2.0,0.0,23.0,0.0,1.0,1600.0,4200.0,250.0,54.0,6104.0
4.0,180.0,4.0,3.0,1.0,27.0,0.0,0.0,1572.0,5000.0,240.0,64.0,6876.0
2.0,123.0,3.0,3.0,1.0,12.0,1.0,1.0,0.0,3000.0,0.0,44.0,3044.0
4.0,54.0,2.0,2.0,1.0,33.0,1.0,1.0,769.0,2200.0,216.0,28.0,3213.0
4.0,50.0,1.0,1.0,1.0,31.0,0.0,0.0,1000.0,1884.0,0.0,11.0,2895.0
4.0,100.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1690.0,84.0,26.0,1800.0
2.0,36.0,1.0,1.0,1.0,9.0,0.0,1.0,225.0,1200.0,35.0,18.0,1478.0
4.0,92.0,1.0,2.0,1.0,31.0,0.0,1.0,810.0,3010.0,16.0,39.0,3875.0
4.0,68.0,2.0,2.0,1.0,32.0,0.0,1.0,500.0,2000.0,79.0,26.0,2605.0
4.0,94.0,3.0,3.0,3.0,27.0,0.0,0.0,1400.0,4450.0,330.0,57.0,6237.0
3.0,25.0,1.0,1.0,0.0,0.0,0.0,1.0,50.0,700.0,0.0,10.0,760.0
4.0,60.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1300.0,0.0,20.0,1320.0
4.0,321.0,5.0,3.0,5.0,0.0,0.0,1.0,0.0,13000.0,2250.0,196.0,15450.0
4.0,116.0,3.0,4.0,2.0,1.0,0.0,0.0,1242.0,3900.0,413.0,50.0,5605.0
4.0,40.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1010.0,0.0,16.0,1026.0
2.0,100.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,2300.0,84.0,41.0,2426.0
4.0,70.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1300.0,163.0,20.0,1483.0
4.0,48.0,1.0,1.0,1.0,12.0,0.0,0.0,530.0,1700.0,71.0,22.0,2323.0
4.0,115.0,3.0,5.0,2.0,2.0,0.0,1.0,1830.0,7000.0,495.0,89.0,9414.0
4.0,90.0,1.0,1.0,1.0,4.0,0.0,1.0,870.0,3600.0,73.0,14.0,4557.0
3.0,89.0,2.0,2.0,1.0,12.0,0.0,1.0,800.0,2900.0,148.0,38.0,3886.0
2.0,30.0,1.0,1.0,0.0,23.0,0.0,1.0,140.0,1360.0,24.0,20.0,1544.0
2.0,39.0,1.0,1.0,0.0,3.0,0.0,1.0,340.0,600.0,13.0,9.0,962.0
4.0,42.0,1.0,1.0,1.0,20.0,1.0,0.0,560.0,5250.0,100.0,67.0,5977.0
4.0,400.0,4.0,5.0,5.0,0.0,0.0,1.0,0.0,7200.0,350.0,109.0,7659.0
4.0,47.0,1.0,2.0,1.0,12.0,0.0,0.0,490.0,2500.0,125.0,32.0,3147.0
4.0,124.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,7200.0,94.0,109.0,7403.0
1.0,120.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,2200.0,180.0,34.0,2414.0
1.0,45.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,700.0,25.0,11.0,736.0
4.0,270.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,6500.0,1167.0,98.0,7765.0
4.0,108.0,3.0,2.0,1.0,2.0,0.0,1.0,1000.0,3655.0,240.0,47.0,4942.0
4.0,128.0,3.0,4.0,4.0,5.0,1.0,0.0,1306.0,8000.0,595.0,102.0,10000.0
3.0,179.0,4.0,2.0,0.0,34.0,0.0,1.0,1600.0,3040.0,484.0,40.0,5164.0
0.0,140.0,4.0,2.0,2.0,23.0,0.0,1.0,777.0,2000.0,237.0,27.0,3041.0
0.0,27.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1167.0,334.0,16.0,1517.0
4.0,250.0,3.0,4.0,2.0,8.0,0.0,1.0,3300.0,6000.0,517.0,77.0,9894.0
2.0,350.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,4400.0,209.0,79.0,4688.0
4.0,208.0,3.0,2.0,2.0,23.0,0.0,1.0,1800.0,5000.0,500.0,64.0,7364.0
4.0,80.0,3.0,1.0,0.0,0.0,1.0,1.0,185.0,2100.0,0.0,27.0,2312.0
4.0,34.0,1.0,1.0,1.0,27.0,0.0,1.0,620.0,3100.0,45.0,40.0,3805.0
4.0,150.0,4.0,3.0,0.0,12.0,0.0,1.0,0.0,2850.0,275.0,37.0,3162.0
4.0,127.0,3.0,3.0,2.0,9.0,1.0,0.0,1775.0,7000.0,421.0,89.0,9285.0
4.0,296.0,4.0,5.0,2.0,0.0,0.0,1.0,0.0,8500.0,1000.0,128.0,9628.0
4.0,61.0,1.0,1.0,0.0,1.0,1.0,0.0,437.0,2700.0,0.0,35.0,3172.0
4.0,375.0,4.0,4.0,3.0,11.0,0.0,0.0,2500.0,9000.0,917.0,115.0,12530.0
4.0,370.0,5.0,4.0,3.0,0.0,0.0,1.0,0.0,14000.0,1290.0,211.0,15500.0
2.0,30.0,1.0,1.0,0.0,12.0,0.0,0.0,280.0,1270.0,42.0,19.0,1611.0
4.0,480.0,5.0,7.0,5.0,11.0,0.0,1.0,6200.0,8500.0,3700.0,108.0,18510.0
4.0,33.0,1.0,1.0,1.0,10.0,1.0,0.0,1500.0,3500.0,0.0,45.0,5045.0
3.0,84.0,3.0,1.0,0.0,1.0,1.0,1.0,900.0,3100.0,209.0,40.0,4249.0
4.0,340.0,8.0,5.0,4.0,0.0,0.0,1.0,0.0,7000.0,1400.0,106.0,8506.0
2.0,97.0,3.0,3.0,3.0,29.0,0.0,1.0,850.0,3000.0,164.0,44.0,4058.0
3.0,110.0,3.0,2.0,1.0,33.0,0.0,1.0,1488.0,2500.0,190.0,33.0,4211.0
0.0,77.0,3.0,3.0,2.0,12.0,0.0,0.0,1010.0,2200.0,306.0,30.0,3546.0
3.0,105.0,3.0,2.0,1.0,27.0,0.0,1.0,1590.0,2500.0,258.0,33.0,4381.0
4.0,33.0,1.0,1.0,1.0,1.0,1.0,0.0,190.0,1800.0,90.0,23.0,2103.0
4.0,25.0,1.0,1.0,0.0,29.0,0.0,1.0,340.0,2040.0,0.0,26.0,2406.0
4.0,130.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4400.0,92.0,67.0,4559.0
4.0,480.0,4.0,7.0,5.0,0.0,0.0,1.0,0.0,7500.0,1250.0,113.0,8863.0
4.0,240.0,3.0,3.0,3.0,3.0,0.0,0.0,3000.0,10000.0,1200.0,127.0,14330.0
3.0,80.0,2.0,2.0,1.0,33.0,0.0,1.0,760.0,2500.0,300.0,33.0,3593.0
4.0,50.0,2.0,1.0,2.0,1.0,1.0,1.0,850.0,1900.0,42.0,25.0,2817.0
0.0,32.0,1.0,1.0,0.0,34.0,1.0,1.0,300.0,1000.0,100.0,14.0,1414.0
0.0,48.0,2.0,1.0,1.0,12.0,0.0,1.0,170.0,1400.0,12.0,19.0,1601.0
4.0,90.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,2600.0,11.0,40.0,2651.0
3.0,30.0,1.0,1.0,0.0,6.0,0.0,0.0,706.0,1100.0,133.0,15.0,1954.0
2.0,75.0,2.0,2.0,1.0,27.0,0.0,1.0,488.0,2800.0,135.0,41.0,3464.0
2.0,59.0,2.0,2.0,1.0,12.0,0.0,1.0,490.0,1450.0,48.0,22.0,2010.0
4.0,25.0,1.0,1.0,0.0,12.0,1.0,0.0,0.0,1750.0,0.0,23.0,1773.0
1.0,140.0,4.0,3.0,2.0,12.0,0.0,1.0,1070.0,3000.0,250.0,39.0,4359.0
4.0,100.0,2.0,1.0,1.0,3.0,0.0,1.0,1173.0,4000.0,120.0,51.0,5344.0
1.0,23.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,990.0,0.0,13.0,1003.0
4.0,124.0,3.0,2.0,1.0,27.0,1.0,0.0,1070.0,2750.0,289.0,35.0,4144.0
4.0,84.0,2.0,3.0,2.0,25.0,1.0,0.0,850.0,8500.0,450.0,108.0,9908.0
4.0,69.0,2.0,2.0,1.0,14.0,0.0,1.0,662.0,4000.0,146.0,51.0,4859.0
0.0,100.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2000.0,216.0,33.0,2249.0
4.0,70.0,1.0,2.0,1.0,23.0,0.0,1.0,1054.0,4000.0,106.0,51.0,5211.0
0.0,88.0,3.0,2.0,1.0,23.0,0.0,1.0,320.0,1290.0,0.0,18.0,1628.0
0.0,465.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,15000.0,435.0,246.0,15680.0
4.0,90.0,3.0,2.0,2.0,1.0,0.0,1.0,1800.0,2730.0,334.0,35.0,4899.0
4.0,120.0,3.0,3.0,1.0,29.0,0.0,1.0,1656.0,3000.0,189.0,39.0,4884.0
4.0,277.0,3.0,4.0,2.0,9.0,0.0,1.0,3000.0,7650.0,784.0,97.0,11530.0
4.0,270.0,4.0,6.0,3.0,0.0,0.0,1.0,0.0,5000.0,669.0,76.0,5745.0
2.0,216.0,3.0,2.0,1.0,16.0,0.0,1.0,1400.0,3800.0,167.0,56.0,5423.0
1.0,150.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1200.0,0.0,19.0,1219.0
4.0,360.0,4.0,7.0,5.0,32.0,0.0,1.0,3900.0,3995.0,2504.0,51.0,10450.0
0.0,110.0,2.0,4.0,2.0,29.0,0.0,1.0,690.0,2700.0,213.0,36.0,3639.0
2.0,50.0,2.0,1.0,1.0,23.0,0.0,0.0,334.0,1300.0,16.0,19.0,1669.0
4.0,98.0,2.0,2.0,2.0,17.0,0.0,0.0,1650.0,7500.0,400.0,96.0,9646.0
4.0,190.0,3.0,3.0,3.0,27.0,1.0,0.0,2000.0,5000.0,667.0,64.0,7731.0
4.0,35.0,1.0,1.0,1.0,34.0,0.0,1.0,239.0,2500.0,90.0,32.0,2861.0
4.0,350.0,3.0,5.0,3.0,0.0,0.0,1.0,0.0,12000.0,1250.0,181.0,13430.0
0.0,950.0,6.0,6.0,2.0,0.0,0.0,1.0,1130.0,10000.0,1375.0,164.0,12670.0
4.0,213.0,4.0,5.0,4.0,10.0,0.0,1.0,3900.0,9900.0,1084.0,126.0,15010.0
3.0,100.0,3.0,2.0,1.0,32.0,1.0,1.0,1100.0,3000.0,190.0,39.0,4329.0
4.0,240.0,4.0,4.0,4.0,29.0,0.0,1.0,2700.0,16000.0,1667.0,203.0,20570.0
0.0,77.0,2.0,1.0,1.0,12.0,0.0,0.0,400.0,960.0,129.0,13.0,1502.0
4.0,217.0,3.0,4.0,4.0,9.0,0.0,0.0,2400.0,14500.0,910.0,184.0,17990.0
4.0,218.0,4.0,4.0,3.0,2.0,0.0,0.0,2347.0,8400.0,1105.0,107.0,11960.0
4.0,31.0,2.0,1.0,0.0,12.0,0.0,1.0,0.0,1040.0,0.0,14.0,1054.0
4.0,380.0,4.0,7.0,7.0,7.0,0.0,1.0,6000.0,15000.0,2500.0,191.0,23690.0
3.0,40.0,1.0,2.0,0.0,32.0,0.0,1.0,500.0,1800.0,53.0,24.0,2377.0
4.0,48.0,1.0,1.0,1.0,4.0,0.0,0.0,766.0,3800.0,150.0,49.0,4765.0
4.0,55.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1400.0,138.0,22.0,1560.0
4.0,270.0,3.0,3.0,3.0,0.0,0.0,1.0,3500.0,5740.0,834.0,87.0,10160.0
3.0,80.0,2.0,3.0,1.0,4.0,0.0,0.0,850.0,4500.0,0.0,58.0,5408.0
3.0,50.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1850.0,0.0,24.0,1874.0
4.0,38.0,2.0,1.0,0.0,29.0,0.0,0.0,577.0,3200.0,50.0,41.0,3868.0
0.0,320.0,4.0,5.0,4.0,31.0,1.0,1.0,3480.0,5000.0,940.0,67.0,9487.0
4.0,500.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,6400.0,1667.0,97.0,8164.0
3.0,110.0,3.0,3.0,0.0,0.0,0.0,1.0,200.0,2400.0,57.0,37.0,2694.0
4.0,300.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,10500.0,768.0,158.0,11430.0
4.0,30.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,650.0,25.0,10.0,685.0
4.0,58.0,2.0,2.0,1.0,4.0,1.0,0.0,942.0,3400.0,71.0,44.0,4457.0
4.0,18.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1720.0,0.0,22.0,1742.0
4.0,139.0,4.0,4.0,8.0,0.0,0.0,1.0,0.0,3500.0,265.0,53.0,3818.0
3.0,210.0,4.0,5.0,2.0,12.0,0.0,1.0,2300.0,8000.0,850.0,104.0,11250.0
2.0,50.0,2.0,1.0,1.0,29.0,0.0,1.0,188.0,1180.0,0.0,18.0,1386.0
4.0,70.0,1.0,1.0,2.0,34.0,0.0,0.0,2150.0,7000.0,542.0,89.0,9781.0
4.0,36.0,1.0,1.0,0.0,27.0,0.0,1.0,175.0,1275.0,0.0,5.0,1455.0
4.0,48.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1100.0,0.0,14.0,1114.0
0.0,92.0,3.0,2.0,1.0,1.0,0.0,1.0,220.0,1600.0,0.0,22.0,1842.0
3.0,189.0,3.0,2.0,0.0,23.0,0.0,1.0,1371.0,4500.0,452.0,58.0,6381.0
2.0,38.0,1.0,1.0,1.0,34.0,0.0,1.0,350.0,2500.0,42.0,37.0,2929.0
4.0,351.0,3.0,4.0,2.0,9.0,1.0,0.0,2400.0,9500.0,1192.0,121.0,13210.0
3.0,64.0,2.0,1.0,1.0,27.0,0.0,1.0,650.0,2700.0,120.0,35.0,3505.0
4.0,31.0,1.0,1.0,1.0,3.0,0.0,1.0,478.0,2400.0,75.0,31.0,2984.0
4.0,90.0,3.0,2.0,2.0,23.0,0.0,1.0,1100.0,2450.0,117.0,32.0,3699.0
4.0,40.0,1.0,1.0,0.0,31.0,0.0,1.0,890.0,3463.0,0.0,32.0,4385.0
4.0,180.0,3.0,4.0,4.0,27.0,0.0,1.0,4000.0,15000.0,1417.0,191.0,20610.0
4.0,64.0,3.0,1.0,1.0,29.0,0.0,1.0,504.0,1500.0,53.0,20.0,2077.0
4.0,190.0,3.0,4.0,3.0,1.0,0.0,1.0,2100.0,5500.0,525.0,70.0,8195.0
4.0,400.0,3.0,3.0,4.0,0.0,0.0,1.0,0.0,14000.0,300.0,211.0,14510.0
3.0,180.0,4.0,5.0,3.0,27.0,0.0,1.0,1200.0,10000.0,725.0,129.0,12050.0
4.0,73.0,1.0,1.0,0.0,33.0,0.0,0.0,864.0,3000.0,57.0,39.0,3960.0
4.0,64.0,2.0,2.0,2.0,27.0,0.0,1.0,404.0,2600.0,75.0,33.0,3112.0
4.0,65.0,3.0,1.0,1.0,31.0,0.0,1.0,461.0,2530.0,90.0,33.0,3114.0
4.0,400.0,4.0,5.0,4.0,32.0,0.0,1.0,3240.0,12800.0,1345.0,163.0,17550.0
4.0,48.0,2.0,1.0,1.0,31.0,1.0,0.0,582.0,5470.0,8.0,70.0,6130.0
4.0,40.0,1.0,1.0,1.0,6.0,1.0,1.0,642.0,1700.0,20.0,22.0,2384.0
2.0,61.0,2.0,1.0,0.0,23.0,1.0,1.0,400.0,1445.0,0.0,22.0,1867.0
3.0,85.0,2.0,1.0,0.0,1.0,0.0,1.0,460.0,1700.0,58.0,22.0,2240.0
0.0,235.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,12000.0,563.0,197.0,12760.0
4.0,347.0,4.0,5.0,4.0,29.0,0.0,0.0,3500.0,12000.0,1500.0,153.0,17150.0
3.0,25.0,1.0,1.0,0.0,12.0,0.0,1.0,250.0,540.0,0.0,7.0,797.0
3.0,85.0,2.0,2.0,1.0,12.0,0.0,1.0,1140.0,3600.0,363.0,47.0,5150.0
4.0,103.0,3.0,3.0,2.0,23.0,0.0,0.0,1310.0,6500.0,448.0,83.0,8341.0
4.0,159.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,3300.0,225.0,50.0,3575.0
4.0,42.0,1.0,1.0,1.0,34.0,0.0,1.0,600.0,3600.0,125.0,46.0,4371.0
4.0,100.0,3.0,2.0,1.0,4.0,0.0,1.0,700.0,1946.0,0.0,7.0,2653.0
4.0,111.0,1.0,2.0,2.0,34.0,0.0,1.0,1400.0,8000.0,466.0,102.0,9968.0
2.0,40.0,1.0,1.0,1.0,12.0,0.0,0.0,300.0,1500.0,23.0,22.0,1845.0
1.0,92.0,3.0,2.0,3.0,1.0,0.0,0.0,752.0,2525.0,0.0,32.0,3309.0
3.0,480.0,5.0,6.0,4.0,23.0,0.0,1.0,3236.0,8000.0,1600.0,104.0,12940.0
0.0,55.0,2.0,2.0,2.0,23.0,0.0,1.0,670.0,2000.0,177.0,27.0,2874.0
0.0,24.0,1.0,1.0,1.0,32.0,1.0,1.0,157.0,1200.0,0.0,16.0,1373.0
4.0,50.0,1.0,1.0,1.0,0.0,1.0,1.0,200.0,1000.0,0.0,16.0,1216.0
3.0,80.0,2.0,1.0,0.0,34.0,0.0,1.0,500.0,1600.0,158.0,21.0,2279.0
4.0,230.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,2500.0,500.0,32.0,3032.0
2.0,72.0,2.0,1.0,0.0,1.0,0.0,1.0,200.0,1200.0,67.0,18.0,1485.0
2.0,90.0,2.0,1.0,0.0,1.0,0.0,1.0,300.0,1353.0,77.0,20.0,1750.0
0.0,22.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,700.0,0.0,10.0,710.0
4.0,455.0,4.0,5.0,4.0,29.0,0.0,1.0,8500.0,19500.0,3334.0,248.0,31580.0
4.0,140.0,3.0,2.0,1.0,31.0,1.0,1.0,1740.0,2400.0,340.0,31.0,4511.0
0.0,23.0,1.0,1.0,1.0,32.0,0.0,1.0,144.0,1300.0,132.0,18.0,1594.0
2.0,46.0,1.0,1.0,0.0,12.0,0.0,1.0,0.0,1070.0,56.0,16.0,1142.0
1.0,70.0,1.0,1.0,1.0,12.0,0.0,0.0,460.0,2350.0,6.0,30.0,2846.0
0.0,150.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,3250.0,100.0,54.0,3404.0
1.0,55.0,1.0,1.0,0.0,29.0,0.0,1.0,473.0,500.0,17.0,7.0,997.0
4.0,40.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2040.0,70.0,31.0,2141.0
4.0,91.0,2.0,1.0,1.0,1.0,0.0,1.0,615.0,1750.0,90.0,23.0,2478.0
4.0,140.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,2500.0,194.0,38.0,2732.0
4.0,50.0,1.0,1.0,0.0,1.0,0.0,1.0,600.0,1300.0,0.0,17.0,1917.0
1.0,52.0,2.0,1.0,1.0,32.0,0.0,1.0,248.0,980.0,77.0,13.0,1318.0
3.0,100.0,3.0,1.0,1.0,1.0,0.0,1.0,1700.0,3000.0,250.0,39.0,4989.0
4.0,160.0,4.0,3.0,3.0,23.0,0.0,1.0,1600.0,7000.0,542.0,89.0,9231.0
4.0,50.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,750.0,0.0,12.0,762.0
1.0,137.0,3.0,2.0,1.0,27.0,0.0,1.0,1500.0,1800.0,250.0,23.0,3573.0
2.0,42.0,1.0,1.0,0.0,12.0,0.0,1.0,250.0,1200.0,27.0,18.0,1495.0
4.0,650.0,3.0,7.0,2.0,0.0,0.0,1.0,0.0,9900.0,600.0,149.0,10650.0
3.0,90.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,2000.0,0.0,31.0,2031.0
3.0,30.0,1.0,1.0,0.0,34.0,0.0,0.0,550.0,1854.0,0.0,11.0,2415.0
4.0,254.0,4.0,4.0,3.0,32.0,0.0,0.0,1300.0,6780.0,478.0,86.0,8644.0
4.0,40.0,1.0,1.0,1.0,29.0,1.0,1.0,700.0,3600.0,180.0,46.0,4526.0
3.0,130.0,4.0,2.0,1.0,12.0,1.0,0.0,700.0,3300.0,145.0,43.0,4188.0
1.0,128.0,3.0,3.0,2.0,1.0,0.0,1.0,1236.0,2650.0,682.0,34.0,4602.0
4.0,78.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1600.0,163.0,25.0,1788.0
1.0,42.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,690.0,12.0,9.0,711.0
1.0,140.0,3.0,3.0,2.0,33.0,0.0,1.0,900.0,2370.0,0.0,31.0,3301.0
4.0,46.0,1.0,1.0,0.0,23.0,0.0,1.0,100.0,1600.0,0.0,21.0,1721.0
1.0,50.0,2.0,1.0,1.0,23.0,0.0,1.0,300.0,1170.0,0.0,15.0,1485.0
4.0,54.0,1.0,1.0,1.0,5.0,1.0,1.0,1484.0,4130.0,250.0,53.0,5917.0
4.0,40.0,1.0,1.0,1.0,5.0,0.0,1.0,584.0,3200.0,95.0,41.0,3920.0
4.0,50.0,2.0,1.0,1.0,29.0,0.0,1.0,570.0,1100.0,0.0,14.0,1684.0
4.0,75.0,3.0,1.0,1.0,1.0,1.0,1.0,475.0,1800.0,0.0,23.0,2298.0
4.0,472.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,6500.0,650.0,98.0,7248.0
2.0,360.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,4800.0,197.0,86.0,5083.0
4.0,308.0,4.0,4.0,3.0,1.0,0.0,1.0,4780.0,15000.0,1917.0,191.0,21890.0
4.0,50.0,1.0,1.0,1.0,33.0,1.0,0.0,2204.0,3700.0,209.0,47.0,6160.0
4.0,540.0,4.0,5.0,5.0,5.0,0.0,1.0,3414.0,5100.0,2236.0,65.0,10820.0
4.0,321.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,7318.0,1072.0,111.0,8501.0
4.0,70.0,3.0,2.0,1.0,23.0,0.0,1.0,380.0,1290.0,92.0,17.0,1779.0
1.0,130.0,3.0,2.0,2.0,27.0,0.0,0.0,1150.0,2800.0,184.0,36.0,4170.0
4.0,170.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,4500.0,267.0,68.0,4835.0
4.0,60.0,2.0,2.0,1.0,3.0,1.0,0.0,1158.0,5500.0,150.0,70.0,6878.0
3.0,45.0,1.0,1.0,0.0,27.0,1.0,0.0,450.0,4500.0,80.0,58.0,5088.0
0.0,60.0,2.0,1.0,1.0,1.0,0.0,1.0,467.0,750.0,78.0,10.0,1305.0
4.0,340.0,5.0,4.0,2.0,32.0,0.0,1.0,220000.0,12000.0,1000.0,153.0,233200.0
2.0,58.0,2.0,1.0,0.0,12.0,0.0,1.0,299.0,750.0,30.0,11.0,1090.0
4.0,195.0,4.0,3.0,3.0,32.0,1.0,1.0,2600.0,10000.0,1336.0,127.0,14060.0
4.0,100.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,3000.0,0.0,39.0,3039.0
4.0,50.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,700.0,67.0,11.0,778.0
1.0,54.0,2.0,1.0,1.0,23.0,0.0,1.0,286.0,999.0,23.0,13.0,1321.0
0.0,55.0,2.0,1.0,1.0,23.0,0.0,1.0,270.0,1300.0,85.0,18.0,1673.0
4.0,48.0,1.0,1.0,2.0,1.0,0.0,0.0,1966.0,3550.0,486.0,45.0,6047.0
4.0,58.0,2.0,1.0,1.0,31.0,0.0,1.0,850.0,1700.0,165.0,22.0,2737.0
4.0,200.0,3.0,4.0,3.0,11.0,0.0,0.0,2247.0,8500.0,1000.0,33.0,11780.0
1.0,77.0,3.0,1.0,2.0,23.0,0.0,1.0,486.0,1500.0,49.0,20.0,2055.0
0.0,72.0,2.0,1.0,1.0,34.0,0.0,1.0,421.0,1200.0,83.0,16.0,1720.0
4.0,50.0,2.0,1.0,2.0,33.0,1.0,1.0,504.0,1800.0,59.0,23.0,2386.0
3.0,95.0,2.0,2.0,1.0,3.0,0.0,1.0,1024.0,3000.0,28120.0,39.0,32180.0
4.0,130.0,3.0,2.0,0.0,1.0,0.0,0.0,550.0,4800.0,215.0,61.0,5626.0
3.0,30.0,1.0,1.0,0.0,31.0,1.0,1.0,500.0,700.0,0.0,10.0,1210.0
4.0,300.0,4.0,3.0,4.0,34.0,0.0,1.0,2400.0,15000.0,0.0,191.0,17590.0
3.0,95.0,3.0,2.0,1.0,23.0,0.0,1.0,1000.0,2245.0,268.0,29.0,3542.0
4.0,80.0,3.0,1.0,1.0,1.0,0.0,1.0,620.0,1750.0,0.0,23.0,2393.0
4.0,310.0,3.0,3.0,2.0,8.0,1.0,1.0,2720.0,15000.0,846.0,191.0,18760.0
2.0,170.0,3.0,2.0,0.0,23.0,0.0,0.0,1750.0,1000.0,165.0,15.0,2930.0
3.0,46.0,2.0,1.0,0.0,34.0,1.0,1.0,550.0,820.0,0.0,11.0,1381.0
3.0,97.0,3.0,2.0,0.0,29.0,0.0,1.0,900.0,2734.0,270.0,36.0,3940.0
4.0,130.0,3.0,2.0,1.0,27.0,1.0,0.0,1134.0,7900.0,386.0,101.0,9521.0
3.0,30.0,1.0,1.0,0.0,12.0,1.0,1.0,350.0,1140.0,0.0,15.0,1505.0
4.0,40.0,1.0,1.0,1.0,3.0,1.0,1.0,390.0,2600.0,96.0,35.0,3121.0
4.0,90.0,3.0,2.0,2.0,31.0,1.0,0.0,890.0,2100.0,150.0,27.0,3167.0
4.0,89.0,2.0,2.0,2.0,33.0,0.0,0.0,1440.0,7700.0,351.0,98.0,9589.0
4.0,240.0,3.0,3.0,5.0,1.0,0.0,1.0,3000.0,3500.0,0.0,45.0,6545.0
4.0,106.0,3.0,2.0,0.0,31.0,0.0,1.0,1139.0,2430.0,0.0,31.0,3600.0
4.0,80.0,2.0,1.0,1.0,10.0,1.0,1.0,550.0,1500.0,167.0,20.0,2237.0
4.0,22.0,1.0,1.0,1.0,18.0,0.0,1.0,471.0,2200.0,55.0,28.0,2754.0
4.0,141.0,4.0,3.0,2.0,23.0,0.0,1.0,1500.0,4010.0,542.0,51.0,6103.0
4.0,340.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,15000.0,250.0,226.0,15480.0
