climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa,Goal
-48.0,-31.0,-0.29,-0.08,-0.8,-8.0,16.0,0.003,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.014999999664723873
610.0,-8.0,0.12,-0.1,-1.3,-8.0,13.0,0.008,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019999999552965164
519.0,17.0,0.2,0.14,-0.9,-8.0,-12.0,0.002,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02199999988079071
-336.0,24.0,0.14,0.27,-0.3,-7.0,-28.0,-0.004,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01899999938905239
-548.0,18.0,0.12,-0.01,-0.2,-7.0,-23.0,-0.003,3.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017999999225139618
-595.0,0.0,0.09,0.02,0.1,-7.0,-2.0,-0.003,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.014999999664723873
-13.0,-31.0,0.1,-0.11,0.6,-6.0,12.0,-0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01600000075995922
465.0,-12.0,-0.23,-0.08,0.4,-7.0,10.0,-0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019999999552965164
-274.0,8.0,-0.25,0.15,-1.7,-9.0,-14.0,0.005,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017000000923871994
-357.0,1.0,-0.17,0.0,-1.9,-9.0,5.0,0.008,1.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01600000075995922
-53.0,-15.0,0.29,-0.05,-1.6,-8.0,7.0,0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-1e-04,0.0,0.0,0.0,-0.0004,0.017999999225139618
-46.0,-17.0,0.23,0.05,-0.9,-8.0,-3.0,-0.006,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017000000923871994
81.0,-16.0,-0.15,-0.02,-0.7,-8.0,3.0,-0.007,0.0,-0.0005,-0.0005,-0.0005,-0.0006,1e-04,0.0,0.0,0.0,-0.0006,0.01600000075995922
264.0,-7.0,-0.02,-0.04,-1.0,-8.0,6.0,0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017999999225139618
-65.0,8.0,0.16,0.08,-0.4,-7.0,-8.0,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01899999938905239
-359.0,-4.0,-0.05,0.1,-0.2,-7.0,-10.0,-0.008,0.0,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017000000923871994
-419.0,-23.0,-0.03,0.02,-0.3,-7.0,0.0,0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.014999999664723873
483.0,-23.0,0.12,-0.1,0.4,-7.0,11.0,0.0,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017999999225139618
508.0,-11.0,0.11,0.07,0.6,-6.0,-13.0,-0.003,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.020999999716877937
-534.0,-7.0,-0.23,0.2,-0.1,-7.0,-21.0,0.001,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017999999225139618
-719.0,-22.0,-0.17,0.07,-0.4,-7.0,-3.0,0.005,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017000000923871994
-749.0,-30.0,-0.14,0.01,-0.5,-7.0,-7.0,0.005,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.014999999664723873
-375.0,-64.0,0.11,-0.12,-0.6,-7.0,14.0,0.009,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.013000000268220901
-211.0,-69.0,0.2,-0.3,-0.4,-7.0,24.0,0.009,2.9,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.014999999664723873
201.0,-68.0,0.12,-0.12,0.1,-7.0,15.0,-0.009,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017000000923871994
331.0,-57.0,-0.09,0.0,0.1,-7.0,3.0,-0.01,-0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017999999225139618
36.0,-12.0,0.11,0.08,-0.8,-8.0,-7.0,0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01899999938905239
-396.0,-27.0,-0.02,0.1,-0.4,-7.0,-9.0,-0.004,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01600000075995922
-350.0,-39.0,-0.08,-0.04,-0.5,-7.0,10.0,-0.005,-1.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.014000000432133675
-98.0,-46.0,-0.13,-0.15,-0.7,-8.0,23.0,-0.003,-1.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.014999999664723873
-15.0,-46.0,-0.13,-0.17,-0.7,-8.0,20.0,-0.003,-0.4,-0.0004,-0.0005,-0.0005,-0.0005,1e-04,0.0,0.0,0.0,-0.0005,0.014000000432133675
750.0,-22.0,0.25,-0.16,-0.5,-7.0,19.0,0.009,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.023000000044703484
222.0,13.0,0.24,0.35,0.4,-7.0,-37.0,-0.004,-0.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02199999988079071
-61.0,14.0,0.21,0.21,0.6,-6.0,-32.0,-0.004,2.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.020999999716877937
-222.0,12.0,0.18,0.23,0.7,-6.0,-27.0,-0.012,-0.2,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0.0,-0.0002,0.0,-0.0006,0.017999999225139618
-411.0,8.0,0.04,-0.01,0.8,-6.0,-21.0,-0.02,2.7,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.014999999664723873
84.0,-11.0,-0.17,-0.11,-0.3,-7.0,14.0,0.011,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017000000923871994
195.0,-5.0,0.04,0.01,-0.4,-7.0,2.0,0.008,-0.2,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,0.01600000075995922
328.0,9.0,0.12,-0.04,-0.2,-7.0,5.0,0.001,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01899999938905239
-197.0,23.0,-0.16,0.1,-0.2,-7.0,-10.0,-0.004,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017000000923871994
-226.0,15.0,-0.17,-0.01,-0.5,-7.0,6.0,0.001,-0.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01600000075995922
-125.0,11.0,-0.17,-0.07,-0.7,-8.0,11.0,-0.001,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.014999999664723873
28.0,10.0,-0.1,-0.09,-0.9,-8.0,13.0,0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017000000923871994
45.0,17.0,0.14,0.03,-0.7,-8.0,-2.0,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017999999225139618
-73.0,17.0,0.17,0.09,-0.4,-7.0,-8.0,0.001,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01899999938905239
-302.0,9.0,0.08,0.1,0.0,-7.0,-10.0,-0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01600000075995922
178.0,-5.0,-0.12,-0.08,-0.2,-7.0,9.0,-0.003,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01899999938905239
-83.0,4.0,-0.12,0.1,-0.8,-8.0,-9.0,0.001,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01600000075995922
110.0,-1.0,0.21,-0.04,-0.5,-7.0,6.0,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017999999225139618
-139.0,2.0,0.2,0.09,0.6,-6.0,-9.0,-0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01899999938905239
-155.0,2.0,0.2,0.09,0.6,-6.0,-9.0,-0.003,0.0,-0.0005,-0.0004,-0.0004,-0.0004,-0.0002,0.0,0.0,0.0,-0.0004,0.017999999225139618
-306.0,-14.0,-0.05,0.04,0.9,-6.0,-4.0,-0.008,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01600000075995922
28.0,-33.0,-0.18,-0.08,0.3,-7.0,9.0,-0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017000000923871994
31.0,-28.0,-0.1,0.03,-0.5,-7.0,-2.0,0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01600000075995922
82.0,-27.0,-0.04,-0.02,-0.6,-8.0,4.0,0.004,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017000000923871994
116.0,-22.0,0.18,0.02,-0.5,-7.0,0.0,0.008,0.0,-0.0004,-0.0003,-0.0003,-0.0003,-1e-04,0.0,-1e-04,0.0,-0.0003,0.017999999225139618
-203.0,-24.0,-0.29,0.06,0.1,-7.0,-6.0,-0.009,0.0,-0.0006,-0.0006,-0.0006,-0.0006,1e-04,0.0,0.0,0.0,-0.0006,0.014999999664723873
15.0,-31.0,-0.21,-0.08,-0.8,-8.0,11.0,0.005,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01600000075995922
277.0,-19.0,0.09,-0.04,-1.0,-8.0,5.0,0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017000000923871994
303.0,-9.0,0.23,0.02,-0.7,-8.0,0.0,0.006,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017999999225139618
292.0,-5.0,0.27,0.14,-0.5,-7.0,-6.0,0.003,-2.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01899999938905239
-31.0,3.0,0.04,0.12,0.2,-7.0,-13.0,-0.012,-0.1,-0.0005,-0.0005,-0.0005,-0.0006,0.0,0.0,1e-04,0.0,-0.0006,0.017999999225139618
-180.0,-2.0,0.09,0.08,0.3,-7.0,-9.0,0.004,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.014999999664723873
-54.0,-8.0,0.18,-0.11,0.6,-6.0,10.0,0.003,0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017000000923871994
86.0,-6.0,0.0,-0.02,1.0,-6.0,2.0,-0.008,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017999999225139618
-43.0,-3.0,-0.19,0.04,0.4,-7.0,-4.0,-0.003,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01600000075995922
8.0,-4.0,-0.2,-0.07,0.1,-7.0,12.0,0.0,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017999999225139618
-24.0,-2.0,-0.18,0.05,-0.7,-8.0,-4.0,0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01600000075995922
104.0,-2.0,0.07,-0.03,-0.9,-8.0,5.0,0.006,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017000000923871994
89.0,7.0,0.25,0.03,-0.3,-7.0,-3.0,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-1e-04,0.0,0.0,0.0,-0.0004,0.017999999225139618
-130.0,5.0,-0.05,0.05,0.5,-7.0,-5.0,-0.006,0.0,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0.0,0.0,0.0,-0.0005,0.017000000923871994
-164.0,1.0,-0.26,0.03,0.3,-7.0,-2.0,-0.016,-0.4,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.014999999664723873
-60.0,-4.0,-0.43,-0.07,-0.4,-7.0,14.0,-0.009,-1.0,-0.0005,-0.0006,-0.0006,-0.0006,1e-04,0.0,0.0,0.0,-0.0006,0.017000000923871994
-35.0,-4.0,-0.44,-0.08,-0.5,-7.0,12.0,-0.008,-1.0,-0.0005,-0.0005,-0.0005,-0.0006,1e-04,0.0,1e-04,0.0,-0.0006,0.01600000075995922
158.0,1.0,-0.17,-0.04,-1.5,-8.0,6.0,0.011,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017000000923871994
166.0,9.0,0.09,0.04,-1.6,-8.0,-2.0,0.008,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01899999938905239
-160.0,11.0,0.11,0.11,-1.1,-8.0,-11.0,-0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017000000923871994
-227.0,7.0,0.1,-0.06,-1.0,-8.0,5.0,-0.002,1.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01600000075995922
-62.0,-4.0,0.2,-0.03,-0.4,-7.0,4.0,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017000000923871994
9.0,-5.0,0.0,0.0,0.1,-7.0,1.0,-0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017999999225139618
-199.0,-12.0,-0.28,0.06,-0.8,-8.0,-5.0,-0.004,0.0,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.01600000075995922
-224.0,-14.0,-0.28,-0.05,-0.9,-8.0,-4.0,0.006,0.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.014999999664723873
222.0,-15.0,0.1,-0.08,-1.3,-8.0,11.0,0.008,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017000000923871994
274.0,-5.0,0.24,0.04,-0.9,-8.0,-2.0,0.005,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,-1e-04,0.0,0.0,0.0,-0.0004,0.017999999225139618
144.0,10.0,0.2,0.05,0.1,-7.0,-5.0,-0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01899999938905239
-142.0,11.0,0.04,0.11,0.5,-7.0,-12.0,-0.007,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017999999225139618
-206.0,10.0,0.01,0.09,0.5,-6.0,-11.0,-0.002,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017000000923871994
-273.0,6.0,0.04,-0.02,0.5,-6.0,-2.0,0.004,1.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017999999225139618
-272.0,5.0,0.05,0.02,0.5,-6.0,1.0,0.004,0.4,-0.0005,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,0.01600000075995922
-182.0,-9.0,-0.32,-0.04,0.2,-7.0,5.0,-0.015,0.0,-0.0006,-0.0007,-0.0007,-0.0007,1e-04,0.0,0.0,0.0,-0.0007,0.017000000923871994
-98.0,-14.0,-0.34,-0.02,-0.7,-8.0,3.0,0.003,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.014000000432133675
83.0,-15.0,-0.2,-0.12,-1.1,-8.0,19.0,0.011,-1.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017000000923871994
211.0,-12.0,-0.1,0.14,-1.3,-8.0,1.0,0.01,-4.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017999999225139618
125.0,-8.0,0.02,0.1,-1.3,-8.0,-10.0,0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01899999938905239
-328.0,-16.0,0.12,0.11,-0.9,-8.0,-11.0,0.001,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.01600000075995922
-227.0,-38.0,0.36,-0.05,0.1,-7.0,6.0,0.006,0.0,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,0.017000000923871994
-187.0,-41.0,0.35,0.03,0.4,-7.0,3.0,-0.01,-0.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.014999999664723873
-106.0,-44.0,0.27,-0.14,0.7,-6.0,18.0,-0.007,0.9,-0.0007,-0.0005,-0.0005,-0.0005,-0.0003,0.0,0.0,0.0,-0.0005,0.01600000075995922
237.0,-38.0,-0.33,-0.01,0.0,-7.0,6.0,0.009,-1.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017000000923871994
262.0,-31.0,-0.14,0.01,-0.5,-7.0,0.0,0.011,0.3,-0.0003,-0.0003,-0.0003,-0.0003,-1e-04,0.0,0.0,0.0,-0.0003,0.017999999225139618
-54.0,-20.0,0.22,0.11,-0.1,-7.0,-11.0,-0.001,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.014999999664723873
123.0,-22.0,0.21,-0.08,0.7,-6.0,9.0,-0.002,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.01899999938905239
-34.0,-16.0,-0.09,0.14,1.0,-6.0,-14.0,-0.014,-0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017000000923871994
-126.0,-22.0,-0.33,0.0,0.4,-7.0,1.0,-0.007,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017999999225139618
-123.0,-22.0,-0.34,0.01,0.3,-7.0,1.0,-0.006,0.0,-0.0005,-0.0005,-0.0005,-0.0005,1e-04,0.0,0.0,0.0,-0.0005,0.017000000923871994
-161.0,-29.0,-0.14,0.03,-0.6,-7.0,-2.0,0.01,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.014999999664723873
-160.0,-31.0,-0.06,-0.15,-0.7,-8.0,4.0,0.01,2.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.01600000075995922
16.0,-33.0,0.23,-0.08,-0.5,-7.0,9.0,0.017,0.4,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,0.017000000923871994
24.0,-27.0,-0.43,0.03,-0.8,-8.0,-2.0,-0.008,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.017999999225139618
23.0,-27.0,-0.45,0.03,-0.9,-8.0,-2.0,-0.008,0.0,-0.0006,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.017000000923871994
335.0,-6.0,-0.24,0.2,-0.5,-16.0,-6.0,0.003,0.2,-0.0015,-0.0015,-0.0015,-0.0016,0.0,0.0,1e-04,0.0,-0.0016,0.04399999976158142
-223.0,1.0,0.22,0.35,-0.7,-17.0,-18.0,0.013,0.0,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.039000000804662704
-393.0,-6.0,0.36,0.02,-0.3,-16.0,-6.0,0.011,2.8,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.03799999877810478
-366.0,-18.0,0.47,0.15,0.5,-15.0,1.0,-0.003,-0.6,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0.03700000047683716
-330.0,-30.0,0.31,0.1,1.3,-15.0,2.0,-0.012,-0.5,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,0.03400000184774399
-280.0,-36.0,0.21,-0.14,1.6,-14.0,12.0,-0.007,1.9,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,0.03500000014901161
85.0,-41.0,0.07,0.05,2.4,-14.0,4.0,-0.004,-0.2,-0.0015,-0.0014,-0.0014,-0.0014,-0.0002,0.0,0.0,0.0,-0.0014,0.03700000047683716
53.0,-38.0,-0.13,0.13,2.3,-14.0,-5.0,-0.011,0.3,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,0.03400000184774399
27.0,-38.0,-0.23,-0.06,2.1,-14.0,2.0,-0.013,2.0,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,0.032999999821186066
219.0,-34.0,-0.44,0.01,1.4,-15.0,9.0,-0.009,-0.2,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017,0.03400000184774399
378.0,-21.0,-0.35,0.07,0.4,-16.0,6.0,0.008,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.03500000014901161
420.0,-15.0,-0.27,0.19,0.1,-16.0,1.0,0.008,-1.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.03799999877810478
61.0,3.0,0.08,0.28,-0.4,-16.0,-14.0,0.009,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.032999999821186066
8.0,2.0,0.37,0.12,0.7,-15.0,1.0,0.004,-0.3,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.03400000184774399
-172.0,-3.0,-0.14,0.18,1.6,-14.0,-9.0,-0.021,-0.1,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,0.03200000151991844
-226.0,-6.0,-0.29,0.01,1.4,-15.0,-5.0,-0.018,1.5,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,0.03099999949336052
-131.0,-12.0,-0.38,0.05,0.7,-15.0,6.0,0.001,0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.02800000086426735
123.0,-13.0,-0.33,-0.02,-0.1,-16.0,15.0,0.004,-0.7,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.028999999165534973
299.0,-8.0,-0.24,0.03,-0.5,-16.0,9.0,0.007,-0.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.03200000151991844
347.0,11.0,-0.05,0.17,-0.9,-17.0,-3.0,0.006,-0.4,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.032999999821186066
12.0,26.0,0.26,0.24,-0.4,-16.0,-11.0,0.005,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.03400000184774399
-8.0,26.0,0.27,0.24,-0.3,-16.0,-11.0,0.004,-0.2,-0.0014,-0.0012,-0.0012,-0.0012,-0.0003,0.0,0.0,0.0,-0.0012,0.032999999821186066
-341.0,15.0,-0.1,0.22,0.1,-16.0,-10.0,-0.011,-0.2,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,0.03099999949336052
-395.0,11.0,-0.15,0.14,0.1,-16.0,-10.0,-0.006,0.4,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0.029999999329447746
-380.0,-5.0,-0.24,0.11,-0.5,-16.0,2.0,-0.004,0.0,-0.0013,-0.0014,-0.0014,-0.0014,1e-04,0.0,0.0,0.0,-0.0014,0.028999999165534973
-348.0,-12.0,-0.2,0.1,-0.7,-17.0,4.0,0.005,0.0,-0.0012,-0.0013,-0.0013,-0.0013,1e-04,0.0,0.0,0.0,-0.0013,0.02800000086426735
114.0,-24.0,0.28,0.06,-0.4,-16.0,6.0,0.005,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.029999999329447746
13.0,-15.0,0.01,0.16,0.7,-15.0,-5.0,-0.007,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.028999999165534973
-23.0,-15.0,-0.02,0.14,0.7,-15.0,-5.0,0.002,0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.029999999329447746
-30.0,-15.0,-0.02,0.14,0.7,-15.0,-5.0,0.002,0.3,-0.0014,-0.0012,-0.0012,-0.0012,-0.0004,0.0,0.0,0.0,-0.0012,0.028999999165534973
-71.0,-17.0,-0.29,0.13,0.3,-16.0,-2.0,-0.012,-0.1,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0.02800000086426735
-74.0,-18.0,-0.31,0.13,0.3,-16.0,-2.0,-0.012,0.1,-0.0013,-0.0015,-0.0015,-0.0015,0.0002,0.0,0.0,0.0,-0.0015,0.028999999165534973
-108.0,-20.0,-0.29,0.18,-0.3,-16.0,-6.0,0.005,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.02800000086426735
